party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
ACCION POPULAR ,2334.0,7.61,6.48,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
DEMOCRACIA DIRECTA ,348.0,1.13,0.97,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PERU POSIBLE ,248.0,0.81,0.69,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PERU NACION *,0.0,0.0,0.0,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PROGRESANDO PERU ,157.0,0.51,0.44,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PARTIDO POLITICO ORDEN ,219.0,0.71,0.61,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PERUANOS POR EL KAMBIO ,8053.0,26.25,22.37,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
FRENTE ESPERANZA ,395.0,0.96,0.83,240105,PERÚ,CALLAO,CALLAO,LA PERLA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240105,PERÚ,CALLAO,CALLAO,LA PERLA
FUERZA POPULAR ,11133.0,27.05,23.47,240105,PERÚ,CALLAO,CALLAO,LA PERLA
ALIANZA POPULAR ,4702.0,11.43,9.91,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PERU LIBERTARIO *,0.0,0.0,0.0,240105,PERÚ,CALLAO,CALLAO,LA PERLA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",3069.0,7.46,6.47,240105,PERÚ,CALLAO,CALLAO,LA PERLA
ACCION POPULAR ,3508.0,8.52,7.4,240105,PERÚ,CALLAO,CALLAO,LA PERLA
DEMOCRACIA DIRECTA ,179.0,0.43,0.38,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PERU POSIBLE ,329.0,0.8,0.69,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PERU NACION *,0.0,0.0,0.0,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PROGRESANDO PERU ,179.0,0.43,0.38,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PARTIDO POLITICO ORDEN ,365.0,0.89,0.77,240105,PERÚ,CALLAO,CALLAO,LA PERLA
PERUANOS POR EL KAMBIO ,17292.0,42.02,36.46,240105,PERÚ,CALLAO,CALLAO,LA PERLA
FRENTE ESPERANZA ,36.0,0.65,0.63,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
FUERZA POPULAR ,1147.0,20.63,20.16,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
ALIANZA POPULAR ,426.0,7.66,7.49,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PERU LIBERTARIO *,0.0,0.0,0.0,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",259.0,4.66,4.55,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
ACCION POPULAR ,355.0,6.38,6.24,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
DEMOCRACIA DIRECTA ,12.0,0.22,0.21,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PERU POSIBLE ,35.0,0.63,0.62,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PERU NACION *,0.0,0.0,0.0,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PROGRESANDO PERU ,14.0,0.25,0.25,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PARTIDO POLITICO ORDEN ,54.0,0.97,0.95,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
PERUANOS POR EL KAMBIO ,3222.0,57.95,56.64,240103,PERÚ,CALLAO,CALLAO,LA PUNTA
FRENTE ESPERANZA ,291.0,1.53,1.46,240107,PERÚ,CALLAO,CALLAO,MI PERU
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240107,PERÚ,CALLAO,CALLAO,MI PERU
FUERZA POPULAR ,9498.0,50.08,47.57,240107,PERÚ,CALLAO,CALLAO,MI PERU
ALIANZA POPULAR ,1154.0,6.08,5.78,240107,PERÚ,CALLAO,CALLAO,MI PERU
PERU LIBERTARIO *,0.0,0.0,0.0,240107,PERÚ,CALLAO,CALLAO,MI PERU
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2511.0,13.24,12.58,240107,PERÚ,CALLAO,CALLAO,MI PERU
ACCION POPULAR ,851.0,4.49,4.26,240107,PERÚ,CALLAO,CALLAO,MI PERU
DEMOCRACIA DIRECTA ,175.0,0.92,0.88,240107,PERÚ,CALLAO,CALLAO,MI PERU
PERU POSIBLE ,319.0,1.68,1.6,240107,PERÚ,CALLAO,CALLAO,MI PERU
PERU NACION *,0.0,0.0,0.0,240107,PERÚ,CALLAO,CALLAO,MI PERU
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240107,PERÚ,CALLAO,CALLAO,MI PERU
PROGRESANDO PERU ,192.0,1.01,0.96,240107,PERÚ,CALLAO,CALLAO,MI PERU
PARTIDO POLITICO ORDEN ,186.0,0.98,0.93,240107,PERÚ,CALLAO,CALLAO,MI PERU
PERUANOS POR EL KAMBIO ,3788.0,19.97,18.97,240107,PERÚ,CALLAO,CALLAO,MI PERU
FRENTE ESPERANZA ,2047.0,1.43,1.2,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
FUERZA POPULAR ,72613.0,50.88,42.46,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
ALIANZA POPULAR ,7672.0,5.38,4.49,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PERU LIBERTARIO *,0.0,0.0,0.0,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",19789.0,13.87,11.57,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
ACCION POPULAR ,7660.0,5.37,4.48,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
DEMOCRACIA DIRECTA ,1341.0,0.94,0.78,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PERU POSIBLE ,2610.0,1.83,1.53,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PERU NACION *,0.0,0.0,0.0,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PROGRESANDO PERU ,1082.0,0.76,0.63,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PARTIDO POLITICO ORDEN ,884.0,0.62,0.52,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
PERUANOS POR EL KAMBIO ,27023.0,18.93,15.8,240106,PERÚ,CALLAO,CALLAO,VENTANILLA
FRENTE ESPERANZA ,9663.0,1.63,1.3,070000,PERÚ,CUSCO,TODOS,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070000,PERÚ,CUSCO,TODOS,TODOS
FUERZA POPULAR ,128818.0,21.76,17.28,070000,PERÚ,CUSCO,TODOS,TODOS
ALIANZA POPULAR ,15657.0,2.64,2.1,070000,PERÚ,CUSCO,TODOS,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,070000,PERÚ,CUSCO,TODOS,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",276143.0,46.65,37.05,070000,PERÚ,CUSCO,TODOS,TODOS
ACCION POPULAR ,62621.0,10.58,8.4,070000,PERÚ,CUSCO,TODOS,TODOS
DEMOCRACIA DIRECTA ,33414.0,5.64,4.48,070000,PERÚ,CUSCO,TODOS,TODOS
PERU POSIBLE ,4032.0,0.68,0.54,070000,PERÚ,CUSCO,TODOS,TODOS
PERU NACION *,0.0,0.0,0.0,070000,PERÚ,CUSCO,TODOS,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070000,PERÚ,CUSCO,TODOS,TODOS
PROGRESANDO PERU ,3031.0,0.51,0.41,070000,PERÚ,CUSCO,TODOS,TODOS
PARTIDO POLITICO ORDEN ,1216.0,0.21,0.16,070000,PERÚ,CUSCO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,57386.0,9.69,7.7,070000,PERÚ,CUSCO,TODOS,TODOS
FRENTE ESPERANZA ,9663.0,1.63,1.3,,PERÚ,CUSCO,TODOS,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,,PERÚ,CUSCO,TODOS,TODOS
FUERZA POPULAR ,128818.0,21.76,17.28,,PERÚ,CUSCO,TODOS,TODOS
ALIANZA POPULAR ,15657.0,2.64,2.1,,PERÚ,CUSCO,TODOS,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,,PERÚ,CUSCO,TODOS,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",276143.0,46.65,37.05,,PERÚ,CUSCO,TODOS,TODOS
ACCION POPULAR ,62621.0,10.58,8.4,,PERÚ,CUSCO,TODOS,TODOS
DEMOCRACIA DIRECTA ,33414.0,5.64,4.48,,PERÚ,CUSCO,TODOS,TODOS
PERU POSIBLE ,4032.0,0.68,0.54,,PERÚ,CUSCO,TODOS,TODOS
PERU NACION *,0.0,0.0,0.0,,PERÚ,CUSCO,TODOS,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,,PERÚ,CUSCO,TODOS,TODOS
PROGRESANDO PERU ,3031.0,0.51,0.41,,PERÚ,CUSCO,TODOS,TODOS
PARTIDO POLITICO ORDEN ,1216.0,0.21,0.16,,PERÚ,CUSCO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,57386.0,9.69,7.7,,PERÚ,CUSCO,TODOS,TODOS
FRENTE ESPERANZA ,95.0,0.9,0.67,070200,PERÚ,CUSCO,ACOMAYO,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070200,PERÚ,CUSCO,ACOMAYO,TODOS
FUERZA POPULAR ,1572.0,14.83,11.07,070200,PERÚ,CUSCO,ACOMAYO,TODOS
ALIANZA POPULAR ,218.0,2.06,1.54,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,070200,PERÚ,CUSCO,ACOMAYO,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",7315.0,69.01,51.53,070200,PERÚ,CUSCO,ACOMAYO,TODOS
ACCION POPULAR ,543.0,5.12,3.83,070200,PERÚ,CUSCO,ACOMAYO,TODOS
DEMOCRACIA DIRECTA ,308.0,2.91,2.17,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PERU POSIBLE ,49.0,0.46,0.35,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PERU NACION *,0.0,0.0,0.0,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PROGRESANDO PERU ,37.0,0.35,0.26,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PARTIDO POLITICO ORDEN ,16.0,0.15,0.11,070200,PERÚ,CUSCO,ACOMAYO,TODOS
PERUANOS POR EL KAMBIO ,447.0,4.22,3.15,070200,PERÚ,CUSCO,ACOMAYO,TODOS
FRENTE ESPERANZA ,19.0,0.98,0.73,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
FUERZA POPULAR ,324.0,16.73,12.38,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
ALIANZA POPULAR ,74.0,3.82,2.83,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PERU LIBERTARIO *,0.0,0.0,0.0,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1298.0,67.01,49.6,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
ACCION POPULAR ,90.0,4.65,3.44,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
DEMOCRACIA DIRECTA ,36.0,1.86,1.38,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PERU POSIBLE ,8.0,0.41,0.31,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PERU NACION *,0.0,0.0,0.0,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PROGRESANDO PERU ,5.0,0.26,0.19,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PARTIDO POLITICO ORDEN ,2.0,0.1,0.08,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
PERUANOS POR EL KAMBIO ,81.0,4.18,3.1,070201,PERÚ,CUSCO,ACOMAYO,ACOMAYO
FRENTE ESPERANZA ,11.0,0.91,0.7,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
FUERZA POPULAR ,161.0,13.26,10.26,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
ALIANZA POPULAR ,15.0,1.24,0.96,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PERU LIBERTARIO *,0.0,0.0,0.0,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",867.0,71.42,55.26,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
ACCION POPULAR ,45.0,3.71,2.87,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
DEMOCRACIA DIRECTA ,36.0,2.97,2.29,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PERU POSIBLE ,7.0,0.58,0.45,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PERU NACION *,0.0,0.0,0.0,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PROGRESANDO PERU ,4.0,0.33,0.25,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PARTIDO POLITICO ORDEN ,3.0,0.25,0.19,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
PERUANOS POR EL KAMBIO ,65.0,5.35,4.14,070202,PERÚ,CUSCO,ACOMAYO,ACOPIA
FRENTE ESPERANZA ,12.0,1.15,0.82,070203,PERÚ,CUSCO,ACOMAYO,ACOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070203,PERÚ,CUSCO,ACOMAYO,ACOS
FUERZA POPULAR ,219.0,21.06,15.01,070203,PERÚ,CUSCO,ACOMAYO,ACOS
ALIANZA POPULAR ,28.0,2.69,1.92,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PERU LIBERTARIO *,0.0,0.0,0.0,070203,PERÚ,CUSCO,ACOMAYO,ACOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",635.0,61.06,43.52,070203,PERÚ,CUSCO,ACOMAYO,ACOS
ACCION POPULAR ,50.0,4.81,3.43,070203,PERÚ,CUSCO,ACOMAYO,ACOS
DEMOCRACIA DIRECTA ,33.0,3.17,2.26,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PERU POSIBLE ,4.0,0.38,0.27,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PERU NACION *,0.0,0.0,0.0,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PROGRESANDO PERU ,4.0,0.38,0.27,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PARTIDO POLITICO ORDEN ,2.0,0.19,0.14,070203,PERÚ,CUSCO,ACOMAYO,ACOS
PERUANOS POR EL KAMBIO ,53.0,5.1,3.63,070203,PERÚ,CUSCO,ACOMAYO,ACOS
FRENTE ESPERANZA ,4.0,0.71,0.55,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
FUERZA POPULAR ,42.0,7.43,5.74,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
ALIANZA POPULAR ,8.0,1.42,1.09,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PERU LIBERTARIO *,0.0,0.0,0.0,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",426.0,75.4,58.2,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
ACCION POPULAR ,34.0,6.02,4.64,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
DEMOCRACIA DIRECTA ,20.0,3.54,2.73,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PERU POSIBLE ,0.0,0.0,0.0,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PERU NACION *,0.0,0.0,0.0,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PROGRESANDO PERU ,2.0,0.35,0.27,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PARTIDO POLITICO ORDEN ,1.0,0.18,0.14,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
PERUANOS POR EL KAMBIO ,28.0,4.96,3.83,070207,PERÚ,CUSCO,ACOMAYO,MOSOC LLACTA
FRENTE ESPERANZA ,27.0,0.85,0.65,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
FUERZA POPULAR ,355.0,11.23,8.57,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
ALIANZA POPULAR ,66.0,2.09,1.59,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PERU LIBERTARIO *,0.0,0.0,0.0,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2270.0,71.81,54.83,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
ACCION POPULAR ,156.0,4.94,3.77,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
DEMOCRACIA DIRECTA ,127.0,4.02,3.07,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PERU POSIBLE ,17.0,0.54,0.41,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PERU NACION *,0.0,0.0,0.0,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PROGRESANDO PERU ,15.0,0.47,0.36,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PARTIDO POLITICO ORDEN ,6.0,0.19,0.14,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
PERUANOS POR EL KAMBIO ,122.0,3.86,2.95,070204,PERÚ,CUSCO,ACOMAYO,POMACANCHI
FRENTE ESPERANZA ,11.0,0.91,0.63,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
FUERZA POPULAR ,223.0,18.54,12.8,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
ALIANZA POPULAR ,14.0,1.16,0.8,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PERU LIBERTARIO *,0.0,0.0,0.0,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",803.0,66.75,46.1,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
ACCION POPULAR ,83.0,6.9,4.76,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
DEMOCRACIA DIRECTA ,29.0,2.41,1.66,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PERU POSIBLE ,6.0,0.5,0.34,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PERU NACION *,0.0,0.0,0.0,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PROGRESANDO PERU ,2.0,0.17,0.11,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PARTIDO POLITICO ORDEN ,1.0,0.08,0.06,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
PERUANOS POR EL KAMBIO ,31.0,2.58,1.78,070205,PERÚ,CUSCO,ACOMAYO,RONDOCAN
FRENTE ESPERANZA ,11.0,0.74,0.57,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
FUERZA POPULAR ,248.0,16.76,12.8,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
ALIANZA POPULAR ,13.0,0.88,0.67,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PERU LIBERTARIO *,0.0,0.0,0.0,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1016.0,68.65,52.45,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
ACCION POPULAR ,85.0,5.74,4.39,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
DEMOCRACIA DIRECTA ,27.0,1.82,1.39,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PERU POSIBLE ,7.0,0.47,0.36,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PERU NACION *,0.0,0.0,0.0,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PROGRESANDO PERU ,5.0,0.34,0.26,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PARTIDO POLITICO ORDEN ,1.0,0.07,0.05,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
PERUANOS POR EL KAMBIO ,67.0,4.53,3.46,070206,PERÚ,CUSCO,ACOMAYO,SANGARARA
FRENTE ESPERANZA ,311.0,1.16,0.85,070300,PERÚ,CUSCO,ANTA,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070300,PERÚ,CUSCO,ANTA,TODOS
FUERZA POPULAR ,5603.0,20.87,15.34,070300,PERÚ,CUSCO,ANTA,TODOS
ALIANZA POPULAR ,687.0,2.56,1.88,070300,PERÚ,CUSCO,ANTA,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,070300,PERÚ,CUSCO,ANTA,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",15976.0,59.49,43.73,070300,PERÚ,CUSCO,ANTA,TODOS
ACCION POPULAR ,2016.0,7.51,5.52,070300,PERÚ,CUSCO,ANTA,TODOS
DEMOCRACIA DIRECTA ,720.0,2.68,1.97,070300,PERÚ,CUSCO,ANTA,TODOS
PERU POSIBLE ,166.0,0.62,0.45,070300,PERÚ,CUSCO,ANTA,TODOS
PERU NACION *,0.0,0.0,0.0,070300,PERÚ,CUSCO,ANTA,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070300,PERÚ,CUSCO,ANTA,TODOS
PROGRESANDO PERU ,99.0,0.37,0.27,070300,PERÚ,CUSCO,ANTA,TODOS
PARTIDO POLITICO ORDEN ,35.0,0.13,0.1,070300,PERÚ,CUSCO,ANTA,TODOS
PERUANOS POR EL KAMBIO ,1240.0,4.62,3.39,070300,PERÚ,CUSCO,ANTA,TODOS
FRENTE ESPERANZA ,49.0,1.58,1.12,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
FUERZA POPULAR ,646.0,20.8,14.79,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
ALIANZA POPULAR ,54.0,1.74,1.24,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PERU LIBERTARIO *,0.0,0.0,0.0,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2038.0,65.61,46.66,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
ACCION POPULAR ,149.0,4.8,3.41,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
DEMOCRACIA DIRECTA ,59.0,1.9,1.35,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PERU POSIBLE ,19.0,0.61,0.43,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PERU NACION *,0.0,0.0,0.0,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PROGRESANDO PERU ,6.0,0.19,0.14,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PARTIDO POLITICO ORDEN ,2.0,0.06,0.05,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
PERUANOS POR EL KAMBIO ,84.0,2.7,1.92,070309,PERÚ,CUSCO,ANTA,ANCAHUASI
FRENTE ESPERANZA ,122.0,1.34,1.03,070301,PERÚ,CUSCO,ANTA,ANTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,070301,PERÚ,CUSCO,ANTA,ANTA
FUERZA POPULAR ,1471.0,16.18,12.38,070301,PERÚ,CUSCO,ANTA,ANTA
ALIANZA POPULAR ,260.0,2.86,2.19,070301,PERÚ,CUSCO,ANTA,ANTA
PERU LIBERTARIO *,0.0,0.0,0.0,070301,PERÚ,CUSCO,ANTA,ANTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",5605.0,61.67,47.16,070301,PERÚ,CUSCO,ANTA,ANTA
